,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MgMOF-74_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,40.7793395117,1.4305301080000001,2.7259410497000003,0.0448405484,9.3702898694,0.1573465412,52.875570430799996,1.6327171976
1,MgMOF-74_EQeq,1e-05,0.05,0.189998,0.759992,75.29375894649999,4.8113260218,43.8753069825,1.0152643127,2.6664754608,0.0580515258,8.7598043231,0.18822733649999998,130.5953457129,6.072869196799999
2,MgMOF-74_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0,0.0,,,,,,,,
3,MgMOF-74_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,0.0,0.0,,,,,,,,
4,MgMOF-74_EQeq,0.0005,0.05,0.1899,0.7596,0.0,0.0,,,,,,,,
5,MgMOF-74_EQeq,0.001,0.05,0.1898,0.7592,0.0,0.0,,,,,,,,
6,MgMOF-74_EQeq,0.005,0.05,0.189,0.7559999999999999,0.0,0.0,,,,,,,,
7,MgMOF-74_EQeq,0.01,0.05,0.188,0.752,0.0,0.0,,,,,,,,
8,MgMOF-74_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.0,0.0,,,,,,,,
9,MgMOF-74_EQeq,0.03,0.05,0.184,0.736,0.0,0.0,,,,,,,,
10,MgMOF-74_EQeq,0.04,0.05,0.182,0.728,0.0,0.0,,,,,,,,
11,MgMOF-74_EQeq,0.05,0.05,0.18,0.72,0.0,0.0,,,,,,,,
